unigene,A Chr,C Chr,AGI
BnaC03g50990D,.,C03,0
Bo3g103490.1,.,C03,0
Bo3g103500.1,.,C03,0
Bo3g103510.1,.,C03,0
Bo3g103520.1,.,C03,0
Bo3g103530.1,.,C03,0
Bo3g103540.1,.,C03,0
Bo3g103550.1,.,C03,0
Bo3g103560.1,.,C03,AT2G40430.3
BnaC03g51010D,.,C03,AT1G08110.4
Bo3g103570.1,.,C03,0
Bo3g103580.1,.,C03,AT5G35207.1
BnaC03g51030D,.,C03,0
Bo3g103590.1,.,C03,AT5G63320.1
Bo3g103600.1,.,C03,AT5G63310.1
Bo3g103610.1,.,C03,0
Bo3g103620.1,.,C03,AT5G63260.1
Bo3g104620.1,.,C03,AT5G63230.1
Bo3g104630.1,.,C03,0
Bo3g104640.1,.,C03,0
Bo3g104650.1,.,C03,AT5G13060.1
Bo3g104660.1,.,C03,AT5G63220.1
Bo3g104670.1,.,C03,AT5G63190.2
Bo3g104680.1,.,C03,AT2G42160.1
Bo3g104690.1,.,C03,AT5G63160.1
Bo3g104700.1,.,C03,AT5G63140.1
Bo3g104710.1,.,C03,AT5G63140.1
Bo3g104720.1,.,C03,AT5G63135.1
Bo3g104730.1,.,C03,0
Bo3g104740.1,.,C03,AT5G63130.1
BnaC03g51140D,.,C03,0
BnaC03g51170D,.,C03,0
BnaC03g51180D,.,C03,0
Bo3g104750.1,.,C03,AT5G63110.1
Bo3g104760.1,.,C03,AT5G63090.4
Bo3g105760.1,.,C03,0
Bo3g105770.1,.,C03,AT3G62850.1
Bo3g105780.1,.,C03,0
BnaC03g51210D,.,C03,0
Bo3g105790.1,.,C03,AT1G42690.1
Bo3g105800.1,.,C03,AT5G63030.1
Bo3g105810.1,.,C03,AT5G63010.1
Bo3g105820.1,.,C03,AT5G63000.1
Bo3g105830.1,.,C03,0
BnaC03g51270D,.,C03,0
BnaC03g51280D,.,C03,0
Bo3g106830.1,.,C03,AT5G62960.1
Bo3g106840.1,.,C03,0
Bo3g106850.1,.,C03,0
Bo3g106860.1,.,C03,0
Bo3g106870.1,.,C03,0
Bo3g106880.1,.,C03,0
Bo3g106890.1,.,C03,AT4G08145.1
Bo3g106900.1,.,C03,0
Bo3g106910.1,.,C03,0
Bo3g106920.1,.,C03,AT5G62940.1
Bo3g106930.1,.,C03,0
BnaC03g51330D,.,C03,0
Bo3g106940.1,.,C03,AT5G62930.1
Bo3g106950.1,.,C03,AT2G01430.1
Bo3g106960.1,.,C03,0
Bo3g106970.1,.,C03,0
BnaC03g51390D,.,C03,AT4G27970.1
BnaC03g51400D,.,C03,0
BnaC03g51410D,.,C03,AT1G02610.1
Bo3g106980.1,.,C03,0
Bo3g106990.1,.,C03,0
Bo3g107000.1,.,C03,0
Bo3g107010.1,.,C03,0
Bo3g107020.1,.,C03,AT5G62880.1
Bo3g107030.1,.,C03,AT5G62890.3
Bo3g107040.1,.,C03,AT5G62900.1
Bo3g107050.1,.,C03,AT5G62910.1
Bo3g107060.1,.,C03,AT5G62920.1
Bo3g107070.1,.,C03,0
Bo3g107080.1,.,C03,0
Bo3g107090.1,.,C03,AT5G62850.1
Bo3g107100.1,.,C03,AT5G62840.1
Bo3g107110.1,.,C03,AT5G62810.1
Bo3g107120.1,.,C03,AT5G62790.1
Bo3g107130.1,.,C03,0
Bo3g107140.1,.,C03,0
Bo3g107150.1,.,C03,AT5G62760.3
Bo3g107160.1,.,C03,0
Bo3g107170.1,.,C03,0
Bo3g107180.1,.,C03,AT5G62740.1
Bo3g107190.1,.,C03,0
Bo3g107200.1,.,C03,0
Bo3g107210.1,.,C03,AT5G62730.1
Bo3g107220.1,.,C03,AT5G62720.1
Bo3g107230.1,.,C03,AT5G62710.1
Bo3g107240.1,.,C03,AT5G62690.1
Bo3g107250.1,.,C03,0
Bo3g107260.1,.,C03,0
Bo3g107270.1,.,C03,AT5G62680.1
Bo3g107280.1,.,C03,AT5G62650.1
Bo3g107290.1,.,C03,0
Bo3g107300.1,.,C03,AT5G28076.1
Bo3g107310.1,.,C03,AT5G62640.1
Bo3g107320.1,.,C03,AT5G62630.1
Bo3g107330.1,.,C03,0
BnaC03g51610D,.,C03,0
Bo3g107340.1,.,C03,0
Bo3g107350.1,.,C03,0
Bo3g107360.1,.,C03,AT1G64390.1
Bo3g107370.1,.,C03,AT5G62620.1
Bo3g107380.1,.,C03,0
Bo3g107390.1,.,C03,AT5G62600.1
Bo3g107400.1,.,C03,AT5G62580.1
Bo3g107410.1,.,C03,AT5G62570.1
Bo3g107420.1,.,C03,0
Bo3g107430.1,.,C03,0
Bo3g107440.1,.,C03,0
Bo3g107450.1,.,C03,0
Bo3g107460.1,.,C03,0
Bo3g107470.1,.,C03,0
Bo3g107480.1,.,C03,AT5G62550.1
Bo3g107490.1,.,C03,AT5G57590.1
Bo3g107500.1,.,C03,AT5G62530.1
Bo3g107510.1,.,C03,0
Bo3g107520.1,.,C03,AT5G62500.1
Bo3g107530.1,.,C03,0
Bo3g107540.1,.,C03,AT5G62490.1
Bo3g107550.1,.,C03,AT5G62480.1
Bo3g107560.1,.,C03,AT4G28360.1
BnaC03g51670D,.,C03,0
Bo3g107570.1,.,C03,0
Bo3g107580.1,.,C03,0
BnaC03g51690D,.,C03,0
BnaC03g51700D,.,C03,0
Bo3g107590.1,.,C03,0
Bo3g107600.1,.,C03,AT5G62470.2
Bo3g107610.1,.,C03,0
Bo3g107620.1,.,C03,0
Bo3g107630.1,.,C03,0
Bo3g107640.1,.,C03,0
Bo3g107650.1,.,C03,AT5G62430.1
Bo3g107660.1,.,C03,AT5G62420.1
Bo3g107670.1,.,C03,AT5G62410.1
Bo3g107680.1,.,C03,AT3G45030.1
Bo3g107690.1,.,C03,AT5G62390.1
Bo3g107700.1,.,C03,AT5G62380.1
Bo3g107710.1,.,C03,0
Bo3g107720.1,.,C03,AT5G62350.1
Bo3g107730.1,.,C03,AT5G54090.1
Bo3g107740.1,.,C03,AT5G62320.1
Bo3g107750.1,.,C03,AT5G62310.1
Bo3g107760.1,.,C03,AT5G62290.2
Bo3g107770.1,.,C03,AT5G62280.1
Bo3g107780.1,.,C03,AT5G62270.1
Bo3g107790.1,.,C03,AT5G62260.1
Bo3g107800.1,.,C03,AT5G62250.1
Bo3g107810.1,.,C03,0
Bo3g107820.1,.,C03,AT5G62230.1
Bo3g107830.1,.,C03,0
Bo3g107840.1,.,C03,AT5G62220.1
Bo3g107850.1,.,C03,0
Bo3g107860.1,.,C03,0
Bo3g107870.1,.,C03,AT5G62200.1
Bo3g107880.1,.,C03,0
Bo3g107890.1,.,C03,0
Bo3g107900.1,.,C03,0
Bo3g107910.1,.,C03,ATMG01275.1
Bo3g107920.1,.,C03,0
Bo3g107930.1,.,C03,AT5G62170.1
Bo3g107940.1,.,C03,AT5G65010.2
Bo3g107950.1,.,C03,0
Bo3g107960.1,.,C03,0
Bo3g107970.1,.,C03,AT5G62160.1
Bo3g107980.1,.,C03,0
Bo3g107990.1,.,C03,0
Bo3g108000.1,.,C03,AT5G62130.1
BnaC03g51960D,.,C03,0
Bo3g108010.1,.,C03,0
Bo3g108020.1,.,C03,AT4G05200.1
BnaC03g51970D,.,C03,0
Bo3g108030.1,.,C03,AT5G62070.1
Bo3g108040.1,.,C03,0
Bo3g108050.1,.,C03,AT5G62050.1
Bo3g108060.1,.,C03,AT5G62040.1
Bo3g108070.1,.,C03,0
Bo3g108080.1,.,C03,0
BnaC03g52040D,.,C03,0
BnaC03g52050D,.,C03,0
Bo3g108090.1,.,C03,0
Bo3g108100.1,.,C03,AT5G62030.1
Bo3g108110.1,.,C03,0
Bo3g108120.1,.,C03,0
Bo3g108130.1,.,C03,AT5G62000.3
BnaC03g52100D,.,C03,0
Bo3g108140.1,.,C03,0
Bo3g108150.1,.,C03,AT5G61990.1
Bo3g108160.1,.,C03,AT5G61980.1
Bo3g108170.1,.,C03,AT5G61980.1
Bo3g108180.1,.,C03,AT5G61970.1
BnaC03g52160D,.,C03,AT2G43460.1
Bo3g108190.1,.,C03,AT5G61960.2
Bo3g108200.1,.,C03,0
Bo3g108210.1,.,C03,0
BnaC03g52200D,.,C03,AT5G61910.4
Bo3g108220.1,.,C03,AT5G61910.4
Bo3g108230.1,.,C03,AT3G14800.2
Bo3g109230.1,.,C03,0
Bo3g109240.1,.,C03,AT5G61890.1
Bo3g109250.1,.,C03,0
Bo3g109260.1,.,C03,AT5G61865.1
Bo3g109270.1,.,C03,AT5G61850.1
Bo3g109280.1,.,C03,AT5G61840.1
Bo3g109290.1,.,C03,AT5G61830.1
Bo3g109300.1,.,C03,AT5G61820.1
Bo3g109310.1,.,C03,AT5G61820.1
Bo3g109320.1,.,C03,AT5G61800.1
Bo3g109330.1,.,C03,0
Bo3g109340.1,.,C03,AT2G19560.1
Bo3g109350.1,.,C03,0
Bo3g109360.1,.,C03,AT5G61790.1
Bo3g109370.1,.,C03,AT5G61780.1
Bo3g109380.1,.,C03,AT5G61770.3
Bo3g109390.1,.,C03,0
Bo3g109400.1,.,C03,AT3G49660.1
BnaC03g52300D,.,C03,AT1G01770.1
BnaC03g52310D,.,C03,AT2G31960.2
BnaC03g52320D,.,C03,AT1G01780.1
Bo3g109410.1,.,C03,AT3G49650.1
Bo3g109420.1,.,C03,AT3G49645.1
Bo3g109430.1,.,C03,0
Bo3g109440.1,.,C03,AT3G49600.1
Bo3g109450.1,.,C03,AT3G49590.1
Bo3g109460.1,.,C03,0
Bo3g109470.1,.,C03,0
Bo3g109480.1,.,C03,0
Bo3g109490.1,.,C03,0
Bo3g109500.1,.,C03,0
Bo3g109510.1,.,C03,0
Bo3g109520.1,.,C03,0
Bo3g109530.1,.,C03,AT3G49540.1
Bo3g109540.1,.,C03,0
Bo3g109550.1,.,C03,AT3G49490.1
BnaC03g52420D,.,C03,0
Bo3g109560.1,.,C03,0
Bo3g109570.1,.,C03,AT3G49430.3
Bo3g109580.1,.,C03,AT5G32621.1
Bo3g109590.1,.,C03,0
BnaC03g52450D,.,C03,0
Bo3g109600.1,.,C03,AT1G50010.1
Bo3g109610.1,.,C03,AT3G49390.2
Bo3g109620.1,.,C03,AT3G49370.1
Bo3g109630.1,.,C03,AT3G49340.1
Bo3g109640.1,.,C03,0
Bo3g109650.1,.,C03,0
Bo3g109660.1,.,C03,0
Bo3g109670.1,.,C03,0
Bo3g109680.1,.,C03,AT3G49320.1
Bo3g109690.1,.,C03,AT3G49310.1
Bo3g109700.1,.,C03,AT3G49260.2
Bo3g109710.1,.,C03,0
Bo3g109720.1,.,C03,0
Bo3g109730.1,.,C03,AT3G49250.1
Bo3g109740.1,.,C03,AT3G49240.1
Bo3g110740.1,.,C03,0
Bo3g110750.1,.,C03,0
Bo3g110760.1,.,C03,0
Bo3g110770.1,.,C03,AT3G49220.1
Bo3g110780.1,.,C03,0
BnaC03g52590D,.,C03,0
Bo3g110790.1,.,C03,AT3G49190.1
Bo3g110800.1,.,C03,0
Bo3g110810.1,.,C03,AT3G49200.1
Bo3g110820.1,.,C03,0
Bo3g110830.1,.,C03,AT3G47100.1
Bo3g110840.1,.,C03,AT3G47570.1
Bo3g110850.1,.,C03,AT3G49100.1
Bo3g110860.1,.,C03,0
Bo3g110870.1,.,C03,AT3G49060.2
Bo3g110880.1,.,C03,AT3G49010.3
Bo3g110890.1,.,C03,AT3G49000.1
Bo3g110900.1,.,C03,0
Bo3g110910.1,.,C03,0
Bo3g110920.1,.,C03,AT4G27270.1
Bo3g110930.1,.,C03,0
Bo3g110940.1,.,C03,AT3G48930.1
Bo3g110950.1,.,C03,AT4G12730.1
Bo3g110960.1,.,C03,AT3G48890.1
Bo3g110970.1,.,C03,0
Bo3g110980.1,.,C03,0
Bo3g110990.1,.,C03,0
Bo3g111000.1,.,C03,AT3G48850.1
Bo3g111010.1,.,C03,0
Bo3g111020.1,.,C03,AT3G48820.1
Bo3g111030.1,.,C03,0
Bo3g111040.1,.,C03,AT5G23670.2
Bo3g111050.1,.,C03,AT3G48780.1
BnaC03g52810D,.,C03,0
BnaC03g52820D,.,C03,0
BnaC03g52830D,.,C03,0
Bo3g111060.1,.,C03,0
Bo3g111070.1,.,C03,0
Bo3g111080.1,.,C03,0
Bo3g111090.1,.,C03,0
Bo3g111100.1,.,C03,0
BnaC03g52860D,.,C03,0
Bo3g111110.1,.,C03,AT3G48760.1
Bo3g111120.1,.,C03,0
Bo3g111130.1,.,C03,AT3G48750.1
Bo3g111140.1,.,C03,0
Bo3g111150.1,.,C03,0
Bo3g111160.1,.,C03,0
Bo3g111170.1,.,C03,0
Bo3g111180.1,.,C03,0
Bo3g111190.1,.,C03,0
Bo3g111200.1,.,C03,AT3G48740.1
BnaC03g52920D,.,C03,0
Bo3g111210.1,.,C03,0
Bo3g111220.1,.,C03,0
Bo3g111230.1,.,C03,0
BnaC03g52960D,.,C03,0
BnaC03g52970D,.,C03,0
Bo3g111240.1,.,C03,AT3G48710.1
Bo3g111250.1,.,C03,0
BnaC03g53000D,.,C03,AT1G09935.1
Bo3g111260.1,.,C03,AT3G48690.1
Bo3g112260.1,.,C03,AT3G48670.2
Bo3g112270.1,.,C03,AT3G48660.1
BnaC03g53030D,.,C03,0
BnaC03g53040D,.,C03,0
BnaC03g53050D,.,C03,0
BnaC03g53060D,.,C03,0
Bo3g112280.1,.,C03,AT2G44450.1
Bo3g112290.1,.,C03,0
Bo3g112300.1,.,C03,0
Bo3g113300.1,.,C03,AT3G48520.1
Bo3g113310.1,.,C03,AT5G63370.4
Bo3g113320.1,.,C03,0
Bo3g113330.1,.,C03,0
Bo3g113340.1,.,C03,AT3G48510.1
Bo3g113350.1,.,C03,AT4G14170.1
Bo3g113360.1,.,C03,0
Bo3g113370.1,.,C03,AT3G48480.1
Bo3g113380.1,.,C03,AT3G48470.1
Bo3g113390.1,.,C03,0
BnaC03g53080D,.,C03,0
Bo3g113400.1,.,C03,AT3G48460.1
BnaC03g53100D,.,C03,AT1G02460.1
Bo3g113410.1,.,C03,0
Bo3g113420.1,.,C03,0
Bo3g113430.1,.,C03,0
Bo3g113440.1,.,C03,AT3G48420.1
Bo3g113450.1,.,C03,0
Bo3g113460.1,.,C03,0
Bo3g113470.1,.,C03,0
Bo3g113480.1,.,C03,AT3G48410.1
Bo3g113490.1,.,C03,AT3G48410.1
Bo3g113500.1,.,C03,AT3G48390.1
Bo3g113510.1,.,C03,0
BnaC03g53150D,.,C03,0
BnaC03g53160D,.,C03,0
Bo3g113520.1,.,C03,0
Bo3g113530.1,.,C03,0
Bo3g113540.1,.,C03,0
Bo3g113550.1,.,C03,0
BnaC03g53180D,.,C03,0
Bo3g113560.1,.,C03,0
Bo3g113570.1,.,C03,AT3G48330.2
Bo3g113580.1,.,C03,AT3G48290.1
Bo3g113590.1,.,C03,AT3G48260.1
Bo3g113600.1,.,C03,0
Bo3g113610.1,.,C03,0
BnaC03g53250D,.,C03,0
Bo3g113620.1,.,C03,AT3G48250.1
Bo3g113630.1,.,C03,0
Bo3g113640.1,.,C03,0
Bo3g113650.1,.,C03,0
Bo3g113660.1,.,C03,AT3G48190.1
BnaC03g53290D,.,C03,AT3G48170.1
Bo3g113670.1,.,C03,0
Bo3g113680.1,.,C03,0
BnaC03g53320D,.,C03,0
BnaC03g53330D,.,C03,0
BnaC03g53340D,.,C03,0
BnaC03g53350D,.,C03,0
Bo3g113690.1,.,C03,AT5G35207.1
Bo3g113700.1,.,C03,0
Bo3g113710.1,.,C03,AT3G14940.1
Bo3g113720.1,.,C03,AT3G48140.1
Bo3g113730.1,.,C03,AT3G48100.1
Bo3g113740.1,.,C03,0
BnaC03g53370D,.,C03,AT1G78900.2
BnaC03g53380D,.,C03,0
BnaC03g53390D,.,C03,0
Bo3g113750.1,.,C03,AT3G48000.1
Bo3g113760.1,.,C03,AT3G48000.1
Bo3g113770.1,.,C03,0
Bo3g113780.1,.,C03,AT5G28076.1
Bo3g113790.1,.,C03,0
Bo3g113800.1,.,C03,AT3G47960.1
Bo3g113810.1,.,C03,0
Bo3g113820.1,.,C03,AT3G47940.1
Bo3g113830.1,.,C03,0
Bo3g113840.1,.,C03,0
Bo3g113850.1,.,C03,AT3G47860.1
Bo3g113860.1,.,C03,0
Bo3g114860.1,.,C03,0
Bo3g114870.1,.,C03,0
Bo3g114880.1,.,C03,AT3G47833.1
Bo3g114890.1,.,C03,0
Bo3g114900.1,.,C03,0
Bo3g114910.1,.,C03,AT3G47810.3
Bo3g114920.1,.,C03,AT3G47790.1
BnaC03g53460D,.,C03,0
BnaC03g53470D,.,C03,0
Bo3g114930.1,.,C03,AT3G47660.1
Bo3g114940.1,.,C03,0
Bo3g114950.1,.,C03,AT3G47640.3
BnaC03g53510D,.,C03,AT3G47590.1
Bo3g114960.1,.,C03,AT1G29840.1
Bo3g114970.1,.,C03,0
BnaC03g53530D,.,C03,0
BnaC03g53540D,.,C03,0
Bo3g114980.1,.,C03,0
Bo3g114990.1,.,C03,0
Bo3g115000.1,.,C03,AT3G47550.6
Bo3g115010.1,.,C03,AT3G47530.1
Bo3g115020.1,.,C03,AT3G47520.1
Bo3g115030.1,.,C03,0
Bo3g115040.1,.,C03,0
Bo3g115050.1,.,C03,0
Bo3g115060.1,.,C03,0
Bo3g115070.1,.,C03,0
BnaC03g53600D,.,C03,0
Bo3g115080.1,.,C03,AT3G47480.1
Bo3g115090.1,.,C03,0
Bo3g115100.1,.,C03,AT3G47340.1
Bo3g116100.1,.,C03,0
Bo3g116110.1,.,C03,0
Bo3g116120.1,.,C03,AT3G15650.1
Bo3g116130.1,.,C03,AT3G47180.1
Bo3g116140.1,.,C03,0
Bo3g116150.1,.,C03,0
Bo3g116160.1,.,C03,0
Bo3g116170.1,.,C03,0
Bo3g116180.1,.,C03,0
Bo3g116190.1,.,C03,0
Bo3g116200.1,.,C03,0
BnaC03g53700D,.,C03,0
Bo3g116210.1,.,C03,0
Bo3g116220.1,.,C03,0
Bo3g116230.1,.,C03,0
Bo3g116240.1,.,C03,0
Bo3g116250.1,.,C03,0
Bo3g116260.1,.,C03,0
Bo3g116270.1,.,C03,AT5G62700.1
Bo3g116280.1,.,C03,AT3G46890.1
Bo3g117280.1,.,C03,AT3G46630.1
Bo3g117290.1,.,C03,0
Bo3g117300.1,.,C03,AT3G46520.1
Bo3g117310.1,.,C03,AT3G46490.1
Bo3g117320.1,.,C03,AT3G46450.1
BnaC03g53670D,.,C03,0
Bo3g117330.1,.,C03,0
Bo3g117340.1,.,C03,0
Bo3g118340.1,.,C03,0
Bo3g118350.1,.,C03,0
Bo3g118360.1,.,C03,0
Bo3g118370.1,.,C03,0
Bo3g118380.1,.,C03,0
Bo3g118390.1,.,C03,0
Bo3g118400.1,.,C03,0
Bo3g118410.1,.,C03,0
Bo3g118420.1,.,C03,AT3G46060.1
Bo3g118430.1,.,C03,0
Bo3g118440.1,.,C03,0
Bo3g118450.1,.,C03,AT3G45780.2
Bo3g118460.1,.,C03,AT3G45780.2
Bo3g118470.1,.,C03,0
Bo3g118480.1,.,C03,0
Bo3g118490.1,.,C03,0
BnaC03g53740D,.,C03,0
Bo3g118500.1,.,C03,0
Bo3g118510.1,.,C03,0
Bo3g118520.1,.,C03,AT3G45440.1
Bo3g118530.1,.,C03,0
BnaC03g53770D,.,C03,0
Bo3g119530.1,.,C03,0
Bo3g119540.1,.,C03,0
Bo3g119550.1,.,C03,0
Bo3g119560.1,.,C03,0
Bo3g119570.1,.,C03,0
Bo3g119580.1,.,C03,AT3G44720.1
BnaC03g53790D,.,C03,AT2G25980.1
BnaC03g53800D,.,C03,0
BnaC03g53810D,.,C03,0
BnaC03g53820D,.,C03,0
BnaC03g53830D,.,C03,0
BnaC03g53840D,.,C03,AT3G44830.1
Bo3g120580.1,.,C03,0
Bo3g120590.1,.,C03,AT1G43590.1
Bo3g120600.1,.,C03,AT3G45060.1
Bo3g120610.1,.,C03,0
Bo3g120620.1,.,C03,0
Bo3g120630.1,.,C03,0
Bo3g120640.1,.,C03,0
Bo3g120650.1,.,C03,0
Bo3g120660.1,.,C03,0
Bo3g120670.1,.,C03,0
BnaC03g55090D,.,C03,0
BnaC03g55100D,.,C03,0
Bo3g120680.1,.,C03,AT3G45060.1
Bo3g120690.1,.,C03,0
Bo3g120700.1,.,C03,0
Bo3g120710.1,.,C03,AT3G45060.1
Bo3g120720.1,.,C03,0
Bo3g120730.1,.,C03,AT3G45010.1
Bo3g120740.1,.,C03,0
Bo3g120750.1,.,C03,AT3G44990.1
Bo3g120760.1,.,C03,0
Bo3g120770.1,.,C03,AT3G51880.2
BnaC03g55200D,.,C03,0
Bo3g120780.1,.,C03,0
Bo3g120790.1,.,C03,0
Bo3g120800.1,.,C03,0
Bo3g120810.1,.,C03,0
Bo3g120820.1,.,C03,0
Bo3g120830.1,.,C03,0
Bo3g120840.1,.,C03,0
Bo3g120850.1,.,C03,0
BnaC03g54990D,.,C03,0
Bo3g120860.1,.,C03,0
Bo3g120870.1,.,C03,AT5G28700.1
Bo3g120880.1,.,C03,AT3G44680.1
BnaC03g54970D,.,C03,0
Bo3g120890.1,.,C03,0
Bo3g120900.1,.,C03,AT4G15093.1
Bo3g120910.1,.,C03,0
Bo3g120920.1,.,C03,AT3G44200.1
Bo3g120930.1,.,C03,AT3G44220.1
Bo3g120940.1,.,C03,AT3G44260.1
Bo3g120950.1,.,C03,0
Bo3g120960.1,.,C03,0
Bo3g121960.1,.,C03,AT3G44620.1
Bo3g121970.1,.,C03,0
BnaC03g54680D,.,C03,0
BnaC03g54690D,.,C03,0
Bo3g121980.1,.,C03,0
Bo3g121990.1,.,C03,0
Bo3g122000.1,.,C03,0
Bo3g122010.1,.,C03,AT3G44610.1
BnaC03g54730D,.,C03,0
Bo3g122020.1,.,C03,AT3G44600.1
Bo3g122030.1,.,C03,AT3G44550.1
Bo3g122040.1,.,C03,0
Bo3g122050.1,.,C03,0
Bo3g122060.1,.,C03,0
Bo3g122070.1,.,C03,0
Bo3g122080.1,.,C03,AT3G44530.2
Bo3g122090.1,.,C03,0
Bo3g122100.1,.,C03,0
Bo3g122110.1,.,C03,AT3G44510.2
Bo3g122120.1,.,C03,AT3G44460.1
Bo3g122130.1,.,C03,0
Bo3g122140.1,.,C03,0
Bo3g122150.1,.,C03,0
Bo3g122160.1,.,C03,AT3G44380.1
Bo3g122170.1,.,C03,0
Bo3g122180.1,.,C03,AT3G44370.1
BnaC03g54850D,.,C03,0
BnaC03g54860D,.,C03,0
Bo3g122190.1,.,C03,0
BnaC03g54900D,.,C03,0
BnaC03g54910D,.,C03,AT3G44300.1
BnaC03g54920D,.,C03,0
Bo3g122200.1,.,C03,AT3G44350.2
Bo3g122210.1,.,C03,0
Bo3g122220.1,.,C03,0
Bo3g122230.1,.,C03,0
Bo3g122240.1,.,C03,0
Bo3g122250.1,.,C03,0
Bo3g122260.1,.,C03,0
Bo3g123260.1,.,C03,0
Bo3g123270.1,.,C03,0
Bo3g123280.1,.,C03,AT3G44930.1
Bo3g123290.1,.,C03,0
Bo3g123300.1,.,C03,0
Bo3g123310.1,.,C03,0
Bo3g123320.1,.,C03,0
Bo3g123330.1,.,C03,0
Bo3g123340.1,.,C03,0
Bo3g123350.1,.,C03,0
Bo3g123360.1,.,C03,0
BnaC03g53870D,.,C03,0
Bo3g123370.1,.,C03,0
Bo3g123380.1,.,C03,0
Bo3g123390.1,.,C03,0
BnaC03g53890D,.,C03,0
Bo3g123400.1,.,C03,0
Bo3g123410.1,.,C03,AT3G44540.1
Bo3g123420.1,.,C03,0
Bo3g123430.1,.,C03,0
Bo3g123440.1,.,C03,0
Bo3g123450.1,.,C03,0
Bo3g123460.1,.,C03,0
Bo3g123470.1,.,C03,0
BnaC03g53930D,.,C03,0
BnaC03g53940D,.,C03,0
Bo3g123480.1,.,C03,AT3G44350.1
BnaC03g53960D,.,C03,0
BnaC03g53970D,.,C03,0
Bo3g123490.1,.,C03,0
Bo3g123500.1,.,C03,0
Bo3g123510.1,.,C03,0
Bo3g123520.1,.,C03,0
Bo3g123530.1,.,C03,0
Bo3g123540.1,.,C03,0
Bo3g123550.1,.,C03,AT3G44330.1
Bo3g123560.1,.,C03,AT3G43920.3
Bo3g123570.1,.,C03,0
Bo3g123580.1,.,C03,AT3G43860.1
Bo3g123590.1,.,C03,AT3G43810.1
Bo3g123600.1,.,C03,0
Bo3g123610.1,.,C03,0
Bo3g123620.1,.,C03,0
Bo3g123630.1,.,C03,AT2G11000.1
Bo3g123640.1,.,C03,0
Bo3g123650.1,.,C03,0
Bo3g123660.1,.,C03,0
Bo3g123670.1,.,C03,AT3G43610.1
Bo3g123680.1,.,C03,AT3G43600.1
Bo3g123690.1,.,C03,0
Bo3g123700.1,.,C03,0
Bo3g123710.1,.,C03,0
Bo3g123720.1,.,C03,0
Bo3g123730.1,.,C03,0
Bo3g123740.1,.,C03,AT3G43520.1
Bo3g123750.1,.,C03,0
Bo3g123760.1,.,C03,0
Bo3g123770.1,.,C03,0
Bo3g123780.1,.,C03,0
Bo3g123790.1,.,C03,0
Bo3g123800.1,.,C03,0
Bo3g123810.1,.,C03,0
Bo3g123820.1,.,C03,0
Bo3g123830.1,.,C03,0
Bo3g123840.1,.,C03,0
Bo3g123850.1,.,C03,0
Bo3g123860.1,.,C03,0
Bo3g123870.1,.,C03,0
Bo3g123880.1,.,C03,AT3G43300.1
Bo3g123890.1,.,C03,0
Bo3g123900.1,.,C03,AT3G43240.1
Bo3g123910.1,.,C03,AT3G43230.1
Bo3g123920.1,.,C03,AT3G43210.1
Bo3g124920.1,.,C03,0
Bo3g124930.1,.,C03,0
Bo3g124940.1,.,C03,0
BnaC03g54250D,.,C03,0
Bo3g124950.1,.,C03,0
Bo3g124960.1,.,C03,0
BnaC03g10020D,.,C03,0
Bo3g124970.1,.,C03,AT3G42640.1
Bo3g124980.1,.,C03,0
Bo3g124990.1,.,C03,0
BnaC03g54240D,.,C03,0
BnaC03g54230D,.,C03,0
Bo3g125000.1,.,C03,0
Bo3g125010.1,.,C03,0
Bo3g125020.1,.,C03,AT1G66760.2
BnaC03g52110D,.,C03,0
Bo3g125030.1,.,C03,0
Bo3g125040.1,.,C03,0
Bo3g125050.1,.,C03,AT1G04690.1
Bo3g125060.1,.,C03,0
Bo3g125070.1,.,C03,AT1G65960.2
BnaC03g54190D,.,C03,AT1G65960.2
BnaC03g54200D,.,C03,0
Bo3g125080.1,.,C03,0
Bo3g125090.1,.,C03,AT1G65960.2
Bo3g125100.1,.,C03,0
BnaC03g54170D,.,C03,0
Bo3g125110.1,.,C03,0
Bo3g125120.1,.,C03,AT1G65240.1
Bo3g126120.1,.,C03,0
Bo3g126130.1,.,C03,0
Bo3g126140.1,.,C03,0
Bo3g126150.1,.,C03,0
Bo3g126160.1,.,C03,AT1G65920.1
BnaC03g54110D,.,C03,AT1G65920.1
BnaC03g54120D,.,C03,0
Bo3g126170.1,.,C03,0
Bo3g126180.1,.,C03,0
Bo3g126190.1,.,C03,0
Bo3g126200.1,.,C03,0
BnaC03g54160D,.,C03,0
Bo3g126210.1,.,C03,0
BnaC03g54270D,.,C03,0
BnaC03g54280D,.,C03,0
Bo3g127210.1,.,C03,0
Bo3g127220.1,.,C03,AT3G42660.1
Bo3g127230.1,.,C03,AT5G20510.1
Bo3g127240.1,.,C03,0
Bo3g127250.1,.,C03,0
Bo3g127260.1,.,C03,0
Bo3g127270.1,.,C03,AT3G42880.1
Bo3g127280.1,.,C03,0
Bo3g127290.1,.,C03,AT3G43120.1
Bo3g127300.1,.,C03,0
Bo3g127310.1,.,C03,AT3G43240.1
Bo3g127320.1,.,C03,0
Bo3g127330.1,.,C03,0
Bo3g127340.1,.,C03,0
Bo3g127350.1,.,C03,AT5G28892.1
Bo3g127360.1,.,C03,0
Bo3g127370.1,.,C03,0
